File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
repo_2\src\value.c,678,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char loop_key[LOOP_KEY_LEN];,32bcc0a4ccf39578fa049fa4f47d208ede2b8e8ac0fa05424bc2c784e14b625b,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\test\bin\json_process.c,95,27,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,            conf.indent = atoi(val);,db05d95b31cfdb22603c8f0138ccf08dde8acd2db27a29ceecd0bfbd48dba862,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
repo_2\test\bin\json_process.c,97,28,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,            conf.compact = atoi(val);,2b9efe8fbde46f8e39b3193e882e60457ea84c27dad65b1d04779488a49867dc,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
repo_2\test\bin\json_process.c,99,33,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,            conf.ensure_ascii = atoi(val);,6a7edd648e148d8467ce2fdbe56199b9e12c7eda9acd2cd559ebe5ede41d5091,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
repo_2\test\bin\json_process.c,101,35,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,            conf.preserve_order = atoi(val);,05ca0df86669654fbad8c4cf39014455c8cedc08eb5b6795db7362c1535791dc,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
repo_2\test\bin\json_process.c,103,30,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,            conf.sort_keys = atoi(val);,5208de68ee7cf649a986520cf05a9d9567a7539feaafb1067027867a14d40068,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
repo_2\test\bin\json_process.c,105,30,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,            conf.precision = atoi(val);,5d65d6e38c9eed1f89dccebfa9f9c897470f4c67ec39e643748376760797d69f,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
repo_2\test\bin\json_process.c,107,26,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,            conf.strip = atoi(val);,13f59c89c7dc8df5d1d28e7dec871f11d7a8d3bf2f5a138e34125f5869472c8c,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
repo_2\test\bin\json_process.c,110,29,2,2,integer,atoi,"Unless checked, the resulting number can exceed the expected range (CWE-190).","If source untrusted, check both minimum and maximum, even if the input had no minus sign (large numbers can roll over into negative number; consider saving to an unsigned value if that is intended).",,CWE-190,            conf.hashseed = atoi(val);,a4e79062425ca534a5e0f162f28545d7f8730d5490fa3823de00aff1d7fc6d52,2.0.19,FF1047,https://cwe.mitre.org/data/definitions/190.html
repo_2\test\bin\json_process.c,118,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char filename[1024], *buffer;",f1462a9953b20d300af3e9d6158799b11e06871b797513889710e675072bd96b,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\test\bin\json_process.c,123,12,2,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"    file = fopen(filename, ""rb"");",f7b0b23bbca25c20b6ecf113cd039eb12c4d4d5609f30e1d48cf0b2300896e88,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
repo_2\test\bin\json_process.c,126,13,4,2,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",Risk is low because the source is a constant string.,CWE-120,"            strcat(filename, "".strip"");",da12efa6951cc305dcd86ed68b6ecf567ca9a37437a65fdc4c336cde47c76097,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
repo_2\test\bin\json_process.c,128,13,4,2,buffer,strcat,Does not check for buffer overflows when concatenating to destination [MS-banned] (CWE-120).,"Consider using strcat_s, strncat, strlcat, or snprintf (warning: strncat is easily misused).",Risk is low because the source is a constant string.,CWE-120,"            strcat(filename, "".normal"");",8d2d0bc0a8bb1ccc3aeca08cb7a594cb10bff569bb565f0a5c1daaf369b6e76b,2.0.19,FF1005,https://cwe.mitre.org/data/definitions/120.html
repo_2\test\bin\json_process.c,129,16,2,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"        file = fopen(filename, ""rb"");",f7b0b23bbca25c20b6ecf113cd039eb12c4d4d5609f30e1d48cf0b2300896e88,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
repo_2\test\bin\json_process.c,156,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char filename[1024], errstr[1024];",1a6ac1df136e2ebc24b061764ba73fc65335bbc79aaa9ce590b03a4e4b1a2bb5,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\test\bin\json_process.c,163,20,2,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"    if (!(infile = fopen(filename, ""rb""))) {",88ac43c34e0919be6b891843fe6f2df174f153058d37c09d490930b54878ba89,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
repo_2\test\bin\json_process.c,169,16,2,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"    conffile = fopen(filename, ""rb"");",f9a6f0877097586cd273a0d82f83f10d34eae10a0c19202ebc5984c0330c620e,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
repo_2\test\ossfuzz\standaloneengine.cc,22,14,2,2,misc,fopen,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,"    infile = fopen(argv[ii], ""rb"");",4933ce03f80adb341e168f89d922884bd7e4c7394665caabd270fa107f58c865,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
repo_2\test\suites\api\test_chaos.c,146,9,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,        char testkey[10];,ff42b92358fa91b6bda2f2fcb836571cbc8dbf5fe04ae22a94a0a1d5f05f714d,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\test\suites\api\test_chaos_realloc.c,157,9,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,        char testkey[10];,ff42b92358fa91b6bda2f2fcb836571cbc8dbf5fe04ae22a94a0a1d5f05f714d,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\test\suites\api\test_dump.c,226,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char buf[2];,fda3a7650847dbe59cb50714da33e1daa59d1e1541101fc5f7818916f76f346e,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\test\suites\api\test_dump_callback.c,24,5,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"    memcpy(s->buf + s->off, buffer, len);",1be49e969f6c1f3feeb9d8f6fd16c261429f14f21e3534dfacdb6b7e8031b7b5,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repo_2\test\suites\api\test_load.c,117,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char big[311];,93fb0c7f2e20a0c3d8a7d3b2ece7f516186ed928798f0f3504daa4a7f841ce81,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\test\suites\api\test_load_callback.c,26,9,2,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,,CWE-120,"        memcpy(buf, s->buf + s->off, buflen);",d9cd8d8aa99bbe52e6f24eba939c274340f4214712b46754eff21fcf0591e8b5,2.0.19,FF1004,https://cwe.mitre.org/data/definitions/120.html
repo_2\test\suites\api\test_memory_funcs.c,22,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char key[4];,4aaf021879c561c6a3318da6ba2734388f89f576e2e559abe532541dc45500a8,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\test\suites\api\test_memory_funcs_realloc.c,23,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char key[4];,4aaf021879c561c6a3318da6ba2734388f89f576e2e559abe532541dc45500a8,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\test\suites\api\test_object.c,149,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char buf[2];,fda3a7650847dbe59cb50714da33e1daa59d1e1541101fc5f7818916f76f346e,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\test\suites\api\test_pack.c,56,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,"    char buffer[4] = {'t', 'e', 's', 't'};",7951ce48fc326409730206b56fbc9e1fa37bc71f2f7b6732e314c543dc7bfff7,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
repo_2\doc\github_commits.c,24,16,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,        return strlen(text);,7d4ed6bdb6b37bfb9a124d221ecf9a28eafffe8d2e37079d31caeb8bf0a40004,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\src\dtoa.c,2774,12,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,				MALLOC(strlen((const char*)s0) + 1))) {,27efcc7426115905a33c516edba74f85056f7f50aeace94e9f9ea114d403dfb9,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\src\error.c,23,14,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    length = strlen(source);,5d470cb709234b9859ccd742501ad7518a6c5daa38fd9bf50c58576f9394e9b0,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\src\error.c,25,9,1,1,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,,,CWE-120,"        strncpy(error->source, source, length + 1);",c57babad7a45f620729c8beb62d3e4a1090d7f8446d18bc08c03f4768a37d0b9,2.0.19,FF1008,https://cwe.mitre.org/data/definitions/120.html
repo_2\src\error.c,29,9,1,1,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,,,CWE-120,"        strncpy(error->source + 3, source + extra, length - extra + 1);",22de7f6e3a8388216d33ac52c95fd5c52ae25ca938f137e30b6a700897a3eb3e,2.0.19,FF1008,https://cwe.mitre.org/data/definitions/120.html
repo_2\src\hashtable_seed.c,72,10,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","    ok = read(urandom, data, sizeof(uint32_t)) == sizeof(uint32_t);",df1ec3864bc3af1479fcd3ad04ee45ca675fe3769128cd35357e301cd3267242,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
repo_2\src\load.c,985,34,1,1,buffer,fgetc,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","    if (lex_init(&lex, (get_func)fgetc, flags, input))",f80aea9afa1057dc514871cca1f581ce9f431652d375a21999a8016772dad1e7,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
repo_2\src\load.c,997,9,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20","    if (read(*fd, &c, 1) == 1)",9a8bc39647a11e969e2acb7c7e4907af208b4e81aec95a0786ca082385e5280b,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
repo_2\src\pack_unpack.c,143,18,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,        length = strlen(str);,24e3fb4f0c5c8575531780c0e1dded3e9022fad434168284e13df5475455e64c,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\src\pack_unpack.c,181,41,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,            length = s->has_error ? 0 : strlen(str);,090ec9acee473d2bde84e6f9b25d08594ecd1523e3f00c0febec4a1873f4c0ec,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\src\pack_unpack.c,525,19,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,        key_len = strlen(key);,8c058c290aef0b747e7afc8f721dafb4fd3f434d65a9c7a0c244c4124699009c,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\src\strconv.c,135,9,1,1,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,,,CWE-120,"        strncpy(p, digits, decpt - 0);",3ea9cd2c3fac0ad690aca6308be11dfb30759bd1c6cb8cb98724c4ac1dbb5856,2.0.19,FF1008,https://cwe.mitre.org/data/definitions/120.html
repo_2\src\strconv.c,138,9,1,1,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,,,CWE-120,"        strncpy(p, digits + decpt, digits_len - decpt);",c27adde40129b5a9938c41d7881ae961ea376bf429629ac195ef0669b73d3078,2.0.19,FF1008,https://cwe.mitre.org/data/definitions/120.html
repo_2\src\strconv.c,141,9,1,1,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,,,CWE-120,"        strncpy(p, digits, digits_len);",739b9bed20f8de6a39588e052c07a598c410c9d481fe62451a3cbd4b14acb575,2.0.19,FF1008,https://cwe.mitre.org/data/definitions/120.html
repo_2\src\value.c,103,40,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    return json_object_getn(json, key, strlen(key));",cbe6fb9663a3ebf82fbeea9bd71855248d73b560dbc7110300a6eeac30b2ddbf,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\src\value.c,121,52,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    return json_object_setn_new_nocheck(json, key, strlen(key), value);",9611ac644a1e59eb662e3ef13f1c7f2d526905fcf9bf78c526de526d33c6b74f,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\src\value.c,151,44,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    return json_object_setn_new(json, key, strlen(key), value);",e874f9d80325a5e88268b90c0ffd0c030aeb6eeb9481a7ce67e8549497a75e6a,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\src\value.c,167,40,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    return json_object_deln(json, key, strlen(key));",7cb11660bd8d52fff676c73adb1cdd9b3345631a5f4813833c82d40686dfc4a9,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\src\value.c,304,55,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    return hashtable_iter_at(&object->hashtable, key, strlen(key));",b079d06035846b5c28eaac4a9930e7ec6c58958273283213b0c774bb543b8f38,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\src\value.c,736,33,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    return string_create(value, strlen(value), 0);",0e6e87f40a2600e274b8e4d2ef76fb30c868eff788a76e832950868a72b4275a,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\src\value.c,752,32,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    return json_stringn(value, strlen(value));",7ab80c66696a5b9af2b32289d80e824035195648009e0ed9fd9d8410aa56da77,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\src\value.c,780,50,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    return json_string_setn_nocheck(json, value, strlen(value));",8856699d7ec5891d7234721795a59e6d0a6aa159edfbb7ddb2b5c37c87da03e1,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\src\value.c,806,42,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    return json_string_setn(json, value, strlen(value));",6b90668170be9f674095f2a8f6edb2c348142679dc11790897a24ba46eb8774d,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\test\bin\json_process.c,54,14,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    length = strlen(result);,1e9f2259eab9e5a253bcc30ff3655d4517b2e05b18db834fe2e3821493ba5d28,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\test\suites\api\test_chaos.c,139,58,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    chaos_loop_new_value(json, json_loadb(JSON_LOAD_TXT, strlen(JSON_LOAD_TXT), 0, NULL));",df8699def1028c1f2a1df2d1c227b54320ef388d5e050ebc88d777f74232fcc4,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\test\suites\api\test_chaos_realloc.c,150,58,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    chaos_loop_new_value(json, json_loadb(JSON_LOAD_TXT, strlen(JSON_LOAD_TXT), 0, NULL));",df8699def1028c1f2a1df2d1c227b54320ef388d5e050ebc88d777f74232fcc4,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\test\suites\api\test_dump.c,286,17,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,        psize = strlen(plain) - 2;,b64db7869fe18b9b6e2edd7245ed02790fcef62a538fe92a136ec47e96cb55a3,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\test\suites\api\test_dump_callback.c,47,13,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    s.cap = strlen(dumped_to_string);,5dcb510f8215aa68c0c13b00a0936dba08debfcee70c3506e1dc3176e2e39a81,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\test\suites\api\test_load.c,213,9,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    if (strlen(error.text) >= JSON_ERROR_TEXT_LENGTH),52fa566176277281bf3b4964fd2247973ac6c9c7be0ef67449fdc1484cd00b0e,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\test\suites\api\test_load.c,221,9,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    if (strlen(error.text) >= JSON_ERROR_TEXT_LENGTH),52fa566176277281bf3b4964fd2247973ac6c9c7be0ef67449fdc1484cd00b0e,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\test\suites\api\test_load_callback.c,40,13,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    s.cap = strlen(my_str);,f0201b4767d2d1de9a2cece63db14ecacd11a09c0614462ddb7aae76b571f8e1,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\test\suites\api\test_load_callback.c,50,13,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    s.cap = strlen(my_str) - 1;,5e993a2b90e506c91718d2d1cd5f573f04ccec5db8fff23dfe8823322f7ec22e,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\test\suites\api\test_loadb.c,16,18,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    size_t len = strlen(str) - strlen(""garbage"");",d75bb938c882a22ae730d97090fd6d77bdc52be37c116b1d0be9e1eace3789e4,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\test\suites\api\test_loadb.c,16,32,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"    size_t len = strlen(str) - strlen(""garbage"");",d75bb938c882a22ae730d97090fd6d77bdc52be37c116b1d0be9e1eace3789e4,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_2\test\suites\api\test_object.c,161,21,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    for (i = 0; i < strlen(keys); i++) {,9fbe033b1e2c38984c80411f05962888c27859ec9df8287b01c1f07a835aa2fa,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
